RESDATE,QBFDEP,BIDCITY,BIDSTATE,CLOSCD,BSTATUS,PSTALP,COMMENTS,CITYST,COSTMOSTRECENTASOF,RESTYPE,URL,PTRDATE,COST,QBFASSET,UNINSDEP,ID,TERMI,FAILYR,CHCLASS,FUND,BANKNO,BIDNAME,FIN,FAILDATE,SAVR,RESTYPE1,CHCLASS1,NAME,FSL_PROG,CITY,CERT,BRDATE
12/8/1987,1500237.0,KANSAS CITY,MO,,I,AR,,"PINE BLUFF, AR",29FEB2024,FAILURE,na,,1696677.0,1680854.0,,357,T,1986,SL,3,,HOME FS&LA,7545,12/5/1986,FSLIC,ABT,SL,FIRSTSOUTH  FS&LA,MCP-D,PINE BLUFF,29048.0,86-12-05
12/4/1986,18282.0,ROCHESTER,MN,PANAN,I,MN,,"STEWARTVILLE, MN",29FEB2024,FAILURE,na,,980.0,18475.0,,353,T,1986,N,1,,MARQUETTE BANK ROCHESTER,2623,12/4/1986,FDIC,PA,N,FIRST NATIONAL BANK OF STEWARTVILLE,,STEWARTVILLE,5258.0,
12/4/1986,99900.0,AMARILLO,TX,PASNN,I,TX,,"BORGER, TX",29FEB2024,FAILURE,na,,17761.0,112074.0,,354,T,1986,NM,1,,AMARILLO NATIONAL BANK,2622,12/4/1986,FDIC,PA,NM,PANHANDLE BANK & TRUST COMPANY,,BORGER,15371.0,
12/4/1986,32252.0,HAYS,KS,PASNN,I,KS,,"HAYS, KS",29FEB2024,FAILURE,na,,15458.0,27762.0,,355,T,1986,NM,1,,FARMERS STATE BANK&TRUST,2621,12/4/1986,FDIC,PA,NM,HAYS STATE BANK,,HAYS,19094.0,
11/26/1986,64699.0,MORRISTOWN,TN,,,TN,,"MORRISTOWN, TN",29FEB2024,ASSISTANCE,na,,11300.0,66627.0,,352,,1986,NM,1,,BANKOF EAST TENNESSEE,1931,11/26/1986,FDIC,A/A,NM,BANK OF COMMERCE,,MORRISTOWN,15409.0,
11/24/1986,349863.0,TULSA,OK,,,OK,,"OKLAHOMA CITY, OK",29FEB2024,ASSISTANCE,na,,78778.0,468166.0,,351,,1986,N,1,,BANK OF OKLAHOMA NA,1930,11/24/1986,FDIC,A/A,N,"BANK OF OKLAHOMA, OKLA. CITY, N.A.",,OKLAHOMA CITY,4166.0,
12/30/1987,375140.0,METAIRIE,LA,,,LA,,"METAIRIE, LA",29FEB2024,ASSISTANCE,na,,278766.0,499112.0,,349,,1986,SB,3,,PELICAN HOMESTEAD & SAVINGS,1717,11/21/1986,FSLIC,A/A,SB,GULF FEDERAL SAVINGS BANK,MCP-C,METAIRIE,31493.0,86-11-21
3/9/1987,52133.0,TUCSON,AZ,,,CO,,"GRAND JUNCTION, CO",29FEB2024,ASSISTANCE,na,,0.0,55238.0,,350,,1986,SL,3,,GREAT AMERICAN FIRST SAVING,1879,11/21/1986,FSLIC,A/A,SL,FIRST SECURITY  S&LA,MCP-C,GRAND JUNCTION,32105.0,86-11-21
11/20/1986,59245.0,WILLOWS,CA,PANNN,I,CA,,"WILLOWS, CA",29FEB2024,FAILURE,na,,2465.0,62962.0,,345,T,1986,N,1,,FIRST INTERSTATE CNTL BA,2619,11/20/1986,FDIC,PA,N,FIRST NATIONAL BANK,,WILLOWS,3547.0,
11/20/1986,41632.0,OKLAHOMA CITY,OK,PASNN,I,OK,,"NORMAN, OK",29FEB2024,FAILURE,na,,12399.0,43525.0,,346,T,1986,NM,1,,FIRST INTERSTATE BK OF O,2618,11/20/1986,FDIC,PA,NM,NORMAN BANK OF COMMERCE,,NORMAN,19098.0,
11/20/1986,11897.0,CALDWELL,TX,PANNN,I,TX,,"COLLEGE STATION, TX",29FEB2024,FAILURE,na,,2976.0,12085.0,,348,T,1986,N,1,,FIRST STATE BANK IN CALD,2617,11/20/1986,FDIC,PA,N,TEXANA NATIONAL BANK OF COLLEGE,,COLLEGE STATION,24855.0,
11/14/1986,7124.0,TEMPLE,OK,DPNAN,I,OK,,"TEMPLE, OK",29FEB2024,FAILURE,na,,511.0,7346.0,,343,T,1986,N,1,,UNION NB OF OKLAHOMA,5771,11/14/1986,FDIC,IDT,N,FIRST NATIONAL BANK OF TEMPLE,,TEMPLE,18871.0,
11/14/1986,15774.0,SAN JOSE,CA,PASNN,I,CA,,"SAN JOSE, CA",29FEB2024,FAILURE,na,,133.0,16095.0,,344,T,1986,NM,1,,PACIFIC VALLEY BANK,2616,11/14/1986,FDIC,PA,NM,THE BANK OF NORTHERN CALIFORNIA,,SAN JOSE,24395.0,
11/13/1986,33362.0,HOXIE,KS,PASAN,I,KS,,"HOXIE, KS",29FEB2024,FAILURE,na,,9004.0,35821.0,,342,T,1986,NM,1,,PRAIRIE STATE BANK,2615,11/13/1986,FDIC,PA,NM,THE HOXIE STATE BANK,,HOXIE,13570.0,
11/7/1986,10959.0,CHOKIO,MN,PASAN,I,MN,,"CHOKIO, MN",29FEB2024,FAILURE,na,,4880.0,11917.0,,340,T,1986,NM,1,,FIRST STATE BANK CHOKIO,2614,11/7/1986,FDIC,PA,NM,CHOKIO STATE BANK,,CHOKIO,10995.0,
11/7/1986,69201.0,NEW ORLEANS,LA,PASNN,I,LA,,"BATON ROUGE, LA",29FEB2024,FAILURE,na,,28671.0,70053.0,,341,T,1986,NM,1,,WHITNEY NB OF NEW ORLEAN,2613,11/7/1986,FDIC,PA,NM,METROPOLITAN BANK & TRUST COMPANY,,BATON ROUGE,24081.0,
11/6/1986,40088.0,ST. JOSEPH,MO,PASAN,I,MO,,"SAVANNAH, MO",29FEB2024,FAILURE,na,,7485.0,39092.0,,334,T,1986,NM,1,,UNITED MO BANK OF ST JOS,2611,11/6/1986,FDIC,PA,NM,THE HOME BANK,,SAVANNAH,1428.0,
11/6/1986,31526.0,ST. JOSEPH,MO,PASNN,I,MO,,"ST. JOSEPH, MO",29FEB2024,FAILURE,na,,8681.0,31589.0,,337,T,1986,NM,1,,BANK OF ST JOSEPH,2612,11/6/1986,FDIC,PA,NM,FIRST STOCK YARDS BANK,,ST. JOSEPH,1620.0,
11/6/1986,96804.0,,,PONNN,I,OK,,"ENID, OK",29FEB2024,FAILURE,na,,27385.0,100115.0,,338,T,1986,N,1,,,5765,11/6/1986,FDIC,PO,N,THE FIRST NATIONAL BANK & TR CO.,,ENID,4090.0,
11/6/1986,27793.0,RAYMONDVILLE,TX,PASNN,I,TX,,"DONNA, TX",29FEB2024,FAILURE,na,,6912.0,27468.0,,339,T,1986,NM,1,,RAYMONDVILLE STATE BANK,2610,11/6/1986,FDIC,PA,NM,THE CITIZENS STATE BANK,,DONNA,12998.0,
11/5/1986,3665.0,JULESBURG,CO,DPBAN,I,CO,,"JULESBURG, CO",29FEB2024,FAILURE,na,,1482.0,3825.0,,333,T,1986,SM,1,,FIRST NB OF JULESBURG,6763,11/5/1986,FDIC,IDT,SM,SEDGWICK COUNTY BANK,,JULESBURG,23504.0,
10/31/1986,39419.0,MONROE,LA,PASNN,I,LA,,"BLANCHARD, LA",29FEB2024,FAILURE,na,,11598.0,41684.0,,331,T,1986,NM,1,,AMERICAN B&T CO IN MONRO,2609,10/31/1986,FDIC,PA,NM,REPUBLIC BANK,,BLANCHARD,20758.0,
10/31/1986,354906.0,TAYLOR,MI,,,MI,,"SAGINAW, MI",29FEB2024,ASSISTANCE,na,,17172.0,338904.0,,332,,1986,SL,3,,HERITAGE FSB,1697,10/31/1986,FSLIC,A/A,SL,FAMILY FS&LA,,SAGINAW,27649.0,
10/23/1986,22157.0,SCOTTSBLUFF,NE,PASAN,I,NE,,"GERING, NE",29FEB2024,FAILURE,na,,3873.0,24155.0,,326,T,1986,NM,1,,FIRST STATE BANK,2606,10/23/1986,FDIC,PA,NM,BANK OF GERING,,GERING,5437.0,
10/23/1986,22641.0,MCALESTER,OK,PASNN,I,OK,,"STILLWATER, OK",29FEB2024,FAILURE,na,,7607.0,22610.0,,327,T,1986,NM,1,,BANK NATIONAL ASSN,2607,10/23/1986,FDIC,PA,NM,STILLWATER COMMUNITY BANK,,STILLWATER,19010.0,
10/23/1986,41634.0,ANCHORAGE,AK,PANNN,I,AK,,"ANCHORAGE, AK",29FEB2024,FAILURE,na,,21960.0,41829.0,,328,T,1986,N,1,,RAINIER BANK ALASKA NA,2608,10/23/1986,FDIC,PA,N,SECURITY NATIONAL BANK,,ANCHORAGE,22145.0,
10/23/1986,124706.0,POUGHKEEPSIE,NY,,,WV,,"RAVENSWOOD, WV",29FEB2024,ASSISTANCE,na,,238.0,131271.0,,329,,1986,SL,3,,POUGHKEEPSIE SB FSB,1696,10/23/1986,FSLIC,A/A,SL,FARMERS FS&LA,,RAVENSWOOD,27712.0,
10/23/1986,77864.0,POUGHKEEPSIE,NY,,,SC,,"SPARTANSBURG, SC",29FEB2024,ASSISTANCE,na,,64.0,78769.0,,330,,1986,SL,3,,POUGHKEEPSIE SB FSB,1696,10/23/1986,FSLIC,A/A,SL,FIRST STATE S&LA,,SPARTANSBURG,30071.0,
10/17/1986,4611.0,,,POBNN,I,WY,,"BAGGS, WY",29FEB2024,FAILURE,na,,718.0,5008.0,,325,T,1986,SM,1,,,6758,10/17/1986,FDIC,PO,SM,VALLEY STATE BANK,,BAGGS,23409.0,
10/10/1986,149213.0,,,,I,OK,,"WOODWARD, OK",29FEB2024,FAILURE,na,,103691.0,134982.0,,322,T,1986,SL,3,,,7544,10/10/1986,FSLIC,IDT,SL,HOMESTEAD S&LA,,WOODWARD,28527.0,
,104759.0,,,,,CA,FSLIC-RTC Duplicate Failures,"NORTHRIDGE, CA",29FEB2024,FAILURE,na,,,102833.0,,323,,1986,SL,3,,,0,10/10/1986,FSLIC,MGR,SL,UNIFIED SAVINGS BANK,MCP-C/JTRGO,NORTHRIDGE,32157.0,87-02-28
10/9/1986,27744.0,CHINO,CA,DPNNA,I,CA,,"COVINA, CA",29FEB2024,FAILURE,na,,1401.0,28334.0,,321,T,1986,N,1,,CHINO VALLEY BANK,5757,10/9/1986,FDIC,IDT,N,INDEPENDENT NATIONAL BANK,,COVINA,24727.0,
10/3/1986,4977.0,HERMISTON,OR,PASNN,I,OR,,"HERMISTON, OR",29FEB2024,FAILURE,na,,1044.0,5257.0,,320,T,1986,NM,1,,INLAND EMPIRE BANK,2605,10/3/1986,FDIC,PA,NM,COLUMBIA COMMUNITY BANK,,HERMISTON,22869.0,
10/2/1986,25440.0,ST. JOSEPH,MO,PASAN,I,MO,,"MOUND CITY, MO",29FEB2024,FAILURE,na,,7219.0,25963.0,,317,T,1986,NM,1,,UNITED MO BANK OF ST JOS,2603,10/2/1986,FDIC,PA,NM,MISSOURI FARMERS BANK,,MOUND CITY,14957.0,
10/2/1986,13503.0,HOUSTON,TX,DPNNN,I,TX,,"HOUSTON, TX",29FEB2024,FAILURE,na,,5250.0,15522.0,,318,T,1986,N,1,,STERLING BANK WILLOWBROO,5754,10/2/1986,FDIC,IDT,N,CENTURY NATIONAL BANK,,HOUSTON,24201.0,
10/2/1986,10614.0,VISTA,CA,PANNN,I,CA,,"VISTA, CA",29FEB2024,FAILURE,na,,1716.0,9913.0,,319,T,1986,N,1,,RANCHO VISTA NATIONAL BA,2604,10/2/1986,FDIC,PA,N,FRONTIER NATIONAL BANK,,VISTA,24270.0,
7/28/1988,60316.0,ROCK FALLS,IL,,,IL,,"SOUTH BELOIT, IL",29FEB2024,ASSISTANCE,na,,20282.0,56847.0,,316,,1986,SL,3,,RIVER VALLEY SAVINGS BANK,1736,10/1/1986,FSLIC,A/A,SL,REPUBLIC SAVINGS BANK,MCP-C,SOUTH BELOIT,31384.0,86-10-01
9/26/1986,191717.0,NEW ORLEANS,LA,PASNN,I,LA,,"LAFAYETTE, LA",29FEB2024,FAILURE,na,,65539.0,210925.0,,315,T,1986,NM,1,,WHITNEY NB OF NEW ORLEAN,2602,9/26/1986,FDIC,PA,NM,AMERICAN BANK & TRUST COMPANY,,LAFAYETTE,17532.0,
9/25/1986,13596.0,ALBERT,KS,PASAN,I,KS,,"LA CROSSE, KS",29FEB2024,FAILURE,na,,5486.0,14718.0,,312,T,1986,NM,1,,FARMERS B&T NA,2600,9/25/1986,FDIC,PA,NM,THE HOME STATE BANK,,LA CROSSE,16861.0,
9/25/1986,29998.0,RICHARDSON,TX,PANNN,I,TX,,"RICHARDSON, TX",29FEB2024,FAILURE,na,,14141.0,33112.0,,314,T,1986,N,1,,BROOKHOLLOW NATIONAL BAN,2601,9/25/1986,FDIC,PA,N,HERITAGE NATIONAL BANK,,RICHARDSON,23738.0,
9/19/1986,35812.0,LUBBOCK,TX,PASNN,I,TX,,"LUBBOCK, TX",29FEB2024,FAILURE,na,,11781.0,39250.0,,310,T,1986,NM,1,,REPUBLICBANK LUBBOCK NA,2599,9/19/1986,FDIC,PA,NM,TEXAS BANK & TRUST COMPANY,,LUBBOCK,21038.0,
12/31/1988,367829.0,WALNUT CREEK,CA,,,CA,,"WALNUT CREEK, CA",29FEB2024,ASSISTANCE,na,,166700.0,413015.0,,311,,1986,SL,3,,"COLUMBUS SAVINGS, A FS&LA",1783,9/19/1986,FSLIC,A/A,SL,CAL AMERICA S&LA,MCP-C,WALNUT CREEK,31338.0,86-09-19
9/18/1986,11976.0,PASADENA,TX,PASNN,I,TX,,"PASADENA, TX",29FEB2024,FAILURE,na,,3216.0,12252.0,,309,T,1986,NM,1,,TEXAS INDEPENDENCE BANK,2598,9/18/1986,FDIC,PA,NM,TEXAS INDEPENDENCE BANK,,PASADENA,21149.0,
2/26/1988,95957.0,MINNEAPOLIS,MN,,I,CA,,"FILLMORE, CA",29FEB2024,FAILURE,na,,59454.0,108085.0,,307,T,1986,SL,3,,MIDWEST FS&LA OF MINNEAPOLI,7567,9/12/1986,FSLIC,IDT,SL,RAMONA  S&LA,MCP-C,FILLMORE,28664.0,86-09-12
8/19/1988,1806271.0,DALLAS,TX,,,TX,,"DALLAS, TX",29FEB2024,FAILURE,na,,2336791.0,1960164.0,,308,,1986,SL,3,,"SUNBELT SAVINGS, FSB",1798,9/12/1986,FSLIC,MGR,SL,WESTERN S&LA,MCP-C/SWP,DALLAS,30438.0,86-09-12
9/11/1986,16530.0,SANTA FE,NM,,,NM,,"SANTA FE, NM",29FEB2024,ASSISTANCE,na,,3359.0,19062.0,,306,,1986,SL,3,,CHARTER BANK FOR SAVINGS FS,1695,9/11/1986,FSLIC,A/A,SL,DE VARGAS S&LA BANK,,SANTA FE,31615.0,
9/10/1986,71573.0,TULSA,OK,PASNN,I,OK,,"TULSA, OK",29FEB2024,FAILURE,na,,13412.0,80147.0,,305,T,1986,NM,1,,F&M BANK&TRUST CO,2597,9/10/1986,FDIC,PA,NM,CENTRAL BANK & TRUST OF TULSA,,TULSA,19167.0,
9/4/1986,23700.0,OKARCHE,OK,PABAN,I,OK,,"FAIRVIEW, OK",29FEB2024,FAILURE,na,,6515.0,24000.0,,303,T,1986,SM,1,,COMMUNITY NB OF OKARCHE,2595,9/4/1986,FDIC,PA,SM,FAIRVIEW STATE BANK OF FAIRVIEW,,FAIRVIEW,10673.0,
9/4/1986,70599.0,MIDLAND,TX,PASNN,I,TX,,"MIDLAND, TX",29FEB2024,FAILURE,na,,27499.0,77432.0,,304,T,1986,NM,1,,UNITED BANK NATIONAL ASS,2596,9/4/1986,FDIC,PA,NM,WESTERN BANK,,MIDLAND,20616.0,
8/30/1986,39085.0,OMAK,WA,,,WA,,"OMAK, WA",29FEB2024,ASSISTANCE,na,,221.0,39139.0,,301,,1986,NM,1,,FIRST BANK WASHINGTON,1929,8/30/1986,FDIC,A/A,NM,MID VALLEY BANK,,OMAK,20178.0,
8/29/1986,475182.0,CLEVELAND,OH,,,OH,,"CLEVELAND, OH",29FEB2024,ASSISTANCE,na,,82655.0,434768.0,,298,,1986,SL,3,,"TRANSOHIO SAVINGS BANK, FSB",1693,8/29/1986,FSLIC,A/A,SL,CITIZENS FS&LA,,CLEVELAND,28326.0,
8/29/1986,314651.0,CLEVELAND,OH,,,OH,,"COLUMBUS, OH",29FEB2024,ASSISTANCE,na,,33121.0,334304.0,,299,,1986,SL,3,,TRANSOHIO SAVINGS BANK FSB,1693,8/29/1986,FSLIC,A/A,SL,DOLLAR SAVINGS BANK,,COLUMBUS,28520.0,
8/29/1986,21784.0,KILGORE,TX,,,TX,,"KILGORE, TX",29FEB2024,ASSISTANCE,na,,,21562.0,,300,,1986,SL,3,,FEDERAL SVGBANC OF THE SW,0,8/29/1986,FSLIC,A/A,SL,FIRST SA OF KILGORE,,KILGORE,31870.0,
8/28/1986,30475.0,,,POSNA,I,CO,,"BUENA VISTA, CO",29FEB2024,FAILURE,na,,12192.0,32769.0,,295,T,1986,NM,1,,,6743,8/28/1986,FDIC,PO,NM,BUENA VISTA BANK & TRUST COMPANY,,BUENA VISTA,18749.0,
8/28/1986,4921.0,ST. JOSEPH,MO,PASAN,I,MO,,"ALBANY, MO",29FEB2024,FAILURE,na,,2118.0,4676.0,,296,T,1986,NM,1,,UNITED MO BANK OF ST JOS,2594,8/28/1986,FDIC,PA,NM,ALBANY STATE BANK,,ALBANY,23248.0,
8/28/1986,4055.0,,,PONNN,I,WY,,"CASPER, WY",29FEB2024,FAILURE,na,,1187.0,4367.0,,297,T,1986,N,1,,,5744,8/28/1986,FDIC,PO,N,AMERICAN NATIONAL BANK OF EASTRIDGE,,CASPER,25047.0,
8/27/1986,27141.0,EL DORADO,KS,,,KS,,"WITCHITA, KS",29FEB2024,ASSISTANCE,na,,8155.0,21510.0,,293,,1986,SL,3,,MID-CONTINENT FS&LA,1694,8/27/1986,FSLIC,A/A,SL,RESERVE S&LA,,WITCHITA,31902.0,
,49937.0,,,,,FL,FSLIC-RTC Duplicate Failures,"HIALEAH, FL",29FEB2024,FAILURE,na,,,49772.0,,294,,1986,SL,3,,,0,8/27/1986,FSLIC,MGR,SL,METROPOLITAN FS&LA,MCP-C/JTRGO,HIALEAH,32123.0,86-08-27
8/21/1986,17465.0,,,PONNA,I,CO,,"RIFLE, CO",29FEB2024,FAILURE,na,,3374.0,17588.0,,289,T,1986,N,1,,,5741,8/21/1986,FDIC,PO,N,THE FIRST NATIONAL BANK IN RIFLE,,RIFLE,3051.0,
8/21/1986,22069.0,SALINA,KS,PASAN,I,KS,,"MINNEAPOLIS, KS",29FEB2024,FAILURE,na,,2359.0,22692.0,,290,T,1986,NM,1,,BENNINGTON STATE BANK,2592,8/21/1986,FDIC,PA,NM,UNITED BANK OF MINNEAPOLIS,,MINNEAPOLIS,9662.0,
8/21/1986,9635.0,DANBURY,TX,PASNN,I,TX,,"DANBURY, TX",29FEB2024,FAILURE,na,,2510.0,9358.0,,292,T,1986,NM,1,,DANBURY STATE BANK,2593,8/21/1986,FDIC,PA,NM,DANBURY BANK,,DANBURY,20116.0,
8/20/1986,17590.0,QUINCY,IL,PASAN,I,IL,,"MENDON, IL",29FEB2024,FAILURE,na,,8019.0,18891.0,,288,T,1986,NM,1,,FIRST MIDWEST BANK QUINC,2591,8/20/1986,FDIC,PA,NM,MENDON STATE BANK,,MENDON,13714.0,
8/15/1986,4728.0,GARNETT,KS,,,KS,,"WESTPHALIA, KS",29FEB2024,ASSISTANCE,na,,0.0,4830.0,,287,,1986,NM,1,,KANSAS STATE BANK,1928,8/15/1986,FDIC,A/A,NM,STATE BANK OF WESTPHALIA,,WESTPHALIA,15603.0,
8/14/1986,26692.0,GIRARD,KS,PASAN,I,KS,,"YATES CENTER, KS",29FEB2024,FAILURE,na,,7531.0,27813.0,,285,T,1986,NM,1,,GIRARD NATIONAL BANK,2590,8/14/1986,FDIC,PA,NM,THE STATE EXCHANGE BANK,,YATES CENTER,8112.0,
8/14/1986,183284.0,OKLAHOMA CITY,OK,DPNNN,I,OK,,"OKLAHOMA CITY, OK",29FEB2024,FAILURE,na,,55820.0,179081.0,,286,T,1986,N,1,,LIBERTY NB&T CO OF OK CI,5737,8/14/1986,FDIC,IDT,N,CITIZENS NATIONAL BANK & TRUST CO,,OKLAHOMA CITY,16698.0,
8/8/1986,4207.0,,,POBNN,I,WY,,"MEDICINE BOW, WY",29FEB2024,FAILURE,na,,1585.0,4810.0,,283,T,1986,SM,1,,,6735,8/8/1986,FDIC,PO,SM,MEDICINE BOW STATE BANK,,MEDICINE BOW,23229.0,
8/8/1986,41337.0,,,,,AK,,"SOLDOTNA, AK",29FEB2024,FAILURE,na,,13423.0,42622.0,,284,,1986,SL,3,,,0,8/8/1986,FSLIC,IDT,SL,PENINSULA FS&LA,,SOLDOTNA,31959.0,
8/7/1986,44238.0,LAWTON,OK,DPNAN,I,OK,,"EL RENO, OK",29FEB2024,FAILURE,na,,15522.0,47182.0,,278,T,1986,N,1,,AMERICAN NB OF LAWTON,5732,8/7/1986,FDIC,IDT,N,THE FIRST NAT BANK & TRUST CO. OF EL RENO,,EL RENO,4088.0,
8/7/1986,17162.0,EASTON,KS,PASAN,I,KS,,"ESTON, KS",29FEB2024,FAILURE,na,,3740.0,17197.0,,279,T,1986,NM,1,,FORT NATIONAL BANK,2586,8/7/1986,FDIC,PA,NM,THE EASTON STATE BANK,,ESTON,16800.0,
8/7/1986,105402.0,DALLAS,TX,PASNN,I,TX,,"DALLAS, TX",29FEB2024,FAILURE,na,,16142.0,112668.0,,281,T,1986,NM,1,,GRAND BANK NORTHEAST,2589,8/7/1986,FDIC,PA,NM,FIRST CITIZENS BANK,,DALLAS,17310.0,
8/7/1986,11459.0,SWEA CITY,IA,PASAN,I,IA,,"GRAETTINGER, IA",29FEB2024,FAILURE,na,,711.0,11828.0,,282,T,1986,NM,1,,SWEA CITY STATE BANK,2588,8/7/1986,FDIC,PA,NM,GRAETTINGER STATE BANK,,GRAETTINGER,18377.0,
8/1/1986,738982.0,WASHINGTON,DC,,,DC,,"WASHINGTON, DC",29FEB2024,ASSISTANCE,na,,52892.0,1033795.0,,277,,1986,SB,3,,NATIONAL PERMANENT BANK FSB,1691,8/1/1986,FSLIC,A/A,SB,NATIONAL PERMANENT BANK FSB,,WASHINGTON,27888.0,
7/31/1986,13225.0,EDEN,TX,PASAN,I,TX,,"EDEN, TX",29FEB2024,FAILURE,na,,2513.0,13340.0,,273,T,1986,NM,1,,EDEN STATE BANK,2583,7/31/1986,FDIC,PA,NM,EDEN STATE BANK,,EDEN,1186.0,
7/31/1986,22814.0,,,PONAN,I,OK,,"CORDELL, OK",29FEB2024,FAILURE,na,,8763.0,23026.0,,274,T,1986,N,1,,,5727,7/31/1986,FDIC,PO,N,FIRST NATIONAL BANK IN CORDELL,,CORDELL,4068.0,
7/31/1986,70580.0,SCOTTSBLUFF,NE,PANAN,I,NE,,"GERING, NE",29FEB2024,FAILURE,na,,19503.0,70213.0,,275,T,1986,N,1,,SCOTTSBLUFF NB&T CO,2585,7/31/1986,FDIC,PA,N,THE GERING NATIONAL BANK & TRUST,,GERING,5409.0,
7/31/1986,53474.0,IOWA FALLS,IA,PASAN,I,IA,,"IOWA FALLS, IA",29FEB2024,FAILURE,na,,4832.0,53963.0,,276,T,1986,NM,1,,GREEN BELT BANK&TRUST,2584,7/31/1986,FDIC,PA,NM,CITIZENS STATE BANK,,IOWA FALLS,15109.0,
7/25/1986,5015.0,CONIFER,CO,DTBNN,I,CO,,"BAILEY, CO",29FEB2024,FAILURE,na,,0.0,5950.0,,268,T,1986,SM,1,,BANK OF MOUNTAIN VALLEY,6726,7/25/1986,FDIC,IDT,SM,THE BANK OF PARK COUNTY,,BAILEY,21622.0,
7/25/1986,7346.0,CONIFER,CO,PABNN,I,CO,,"CONIFER, CO",29FEB2024,FAILURE,na,,580.0,8054.0,,270,T,1986,SM,1,,BANK OF MOUNTAIN VALLEY,2582,7/25/1986,FDIC,PA,SM,MOUNTAIN VALLEY BANK,,CONIFER,23021.0,
7/25/1986,58893.0,,,,I,IL,,"VIRDEN, IL",29FEB2024,FAILURE,na,,18680.0,47585.0,,271,T,1986,SL,3,,,7539,7/25/1986,FSLIC,PO,SL,CENTRAL ILLINOIS S&LA,,VIRDEN,28328.0,
3/31/1987,21433.0,CINCINNATI,OH,,,OH,,"CINCINNATI, OH",29FEB2024,FAILURE,na,,8837.0,24999.0,,272,,1986,SL,3,,CHARTER OAK FSB,0,7/25/1986,FSLIC,ABT,SL,MAJOR FEDERAL S&LA,MCP-D,CINCINNATI,30768.0,86-07-25
7/24/1986,19248.0,MARSHALLTOWN,IA,PANAN,I,IA,,"PRAIRIE CITY, IA",29FEB2024,FAILURE,na,,1802.0,18948.0,,266,T,1986,N,1,,SECURITY BANK,2580,7/24/1986,FDIC,PA,N,THE FIRST NATIONAL BANK OF PRAIRIE CITY,,PRAIRIE CITY,4492.0,
7/24/1986,8673.0,PITTSBURG,KS,PASAN,I,KS,,"MCCUNE, KS",29FEB2024,FAILURE,na,,1713.0,9134.0,,267,T,1986,NM,1,,CITY NB OF PITTSBURG,2581,7/24/1986,FDIC,PA,NM,MCCUNE STATE BANK,,MCCUNE,14111.0,
7/23/1986,230363.0,PORTLAND,OR,,,OR,,"PORTLAND, OR",29FEB2024,ASSISTANCE,na,,25235.0,261702.0,,265,,1986,SL,3,,"RAINIER BANK, NA",1690,7/23/1986,FSLIC,A/A,SL,LINCOLN S&LA,,PORTLAND,31173.0,
7/18/1986,20248.0,MEMPHIS,TN,PASAN,I,TN,,"TRIMBLE, TN",29FEB2024,FAILURE,na,,7372.0,21445.0,,262,T,1986,NM,1,,FIRST TENNESSEE BANK NA,2579,7/18/1986,FDIC,PA,NM,FARMER'S BANK,,TRIMBLE,8438.0,
7/18/1986,38366.0,,,POSNA,I,TX,,"ODESSA, TX",29FEB2024,FAILURE,na,,10434.0,41221.0,,263,T,1986,NM,1,,,6721,7/18/1986,FDIC,PO,NM,PERMIAN BANK,,ODESSA,20355.0,
11/18/1988,334444.0,SAN DIEGO,CA,,I,CA,,"SAN DIEGO, CA",29FEB2024,ASSISTANCE,na,,39820.0,370935.0,,264,T,1986,SL,3,,FLAGSHIP FSB,7537,7/18/1986,FSLIC,A/A,SL,SUN S&LA,MCP-D,SAN DIEGO,32044.0,86-07-18
7/17/1986,63573.0,SHERIDAN,WY,PANAN,I,WY,,"SHERIDAN, WY",29FEB2024,FAILURE,na,,5576.0,69334.0,,256,T,1986,N,1,,FIRST WYOMING BANK-SHERI,2577,7/17/1986,FDIC,PA,N,THE FIRST NATIONAL BANK OF SHERIDAN,,SHERIDAN,2230.0,
7/17/1986,11019.0,,,POSAA,I,KS,,"KIOWA, KS",29FEB2024,FAILURE,na,,5110.0,10924.0,,257,T,1986,NM,1,,,6716,7/17/1986,FDIC,PO,NM,THE BANK OF KIOWA,,KIOWA,12142.0,
7/17/1986,5652.0,LEXINGTON,MO,PASNN,I,MO,,"CALLAO, MO",29FEB2024,FAILURE,na,,1011.0,5671.0,,259,T,1986,NM,1,,LAFAYETTE CNTY BK LEXING,2576,7/17/1986,FDIC,PA,NM,CALLAO COMMUNITY BANK,,CALLAO,16969.0,
7/17/1986,11175.0,YORK,NE,PASAN,I,NE,,"GENEVA, NE",29FEB2024,FAILURE,na,,2362.0,11975.0,,260,T,1986,NM,1,,YORK STATE BANK&TRUST CO,2575,7/17/1986,FDIC,PA,NM,FILLMORE COUNTY BANK,,GENEVA,19579.0,
7/17/1986,149163.0,ALBUQUERQUE,NM,PANNN,I,NM,,"ALBUQUERQUE, NM",29FEB2024,FAILURE,na,,34266.0,159298.0,,261,T,1986,N,1,,FIRST INTRST BK ALBUQUER,2578,7/17/1986,FDIC,PA,N,NEW MEXICO NATIONAL BANK,,ALBUQUERQUE,20457.0,
