Date_of_resolution,Quasi-bid_deposits,Postal_code,Cost_recent_date,Resolution_type,URL_link,Quasi-bid_assets,Identification,Year_of_failure,Charter_class,Fund,Financial_institution_number,Date_of_failure,Savings_ratio,Additional_resolution_info,Additional_charter_class_info,Bank_Name,City,Certification,State
2012-02-24,266589.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/cbg.html,278860.0,3326,2012,NM,5,10426,2012-02-24,DIF,PA,NM,CENTRAL BANK OF GEORGIA,ELLAVILLE,5687.0,GA
2012-02-24,432223.0,MN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/homesvgs.html,434111.0,3327,2012,SB,5,10427,2012-02-24,DIF,PO,SB,HOME SAVINGS OF AMERICA,LITTLE FALLS,29178.0,MN
2012-02-10,89485.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/cnbt.html,93894.0,3324,2012,N,5,10424,2012-02-10,DIF,PA,N,CHARTER NATIONAL BANK AND TRUST,HOFFMAN ESTATES,23187.0,IL
2012-02-10,171365.0,IN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/scbbank.html,182561.0,3325,2012,SB,5,10425,2012-02-10,DIF,PA,SB,SCB BANK,SHELBYVILLE,29761.0,IN
2012-01-27,378309.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fgbtcj.html,397082.0,3319,2012,NM,5,10421,2012-01-27,DIF,PA,NM,FIRST GUARANTY BANK AND TRUST COMPANY OF JACKSONVILLE,JACKSONVILLE,16579.0,FL
2012-01-27,259571.0,TN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/bankeast.html,261947.0,3320,2012,SM,5,10420,2012-01-27,DIF,PA,SM,BANKEAST,KNOXVILLE,19869.0,TN
2012-01-27,102833.0,MN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/patriot-mn.html,105029.0,3321,2012,NM,5,10422,2012-01-27,DIF,PA,NM,PATRIOT BANK MINNESOTA,FOREST LAKE,34823.0,MN
2012-01-27,1037716.0,TN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/tcb.html,1009154.0,3322,2012,NM,5,10423,2012-01-27,DIF,PA,NM,TENNESSEE COMMERCE BANK,FRANKLIN,35296.0,TN
2012-01-20,509065.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firststatebank-ga.html,516760.0,3316,2012,NM,5,10419,2012-01-20,DIF,PA,NM,THE FIRST STATE BANK,STOCKBRIDGE,19252.0,GA
2012-01-20,17548.0,PA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/americaneagle.html,19259.0,3317,2012,SB,5,10417,2012-01-20,DIF,PA,SB,AMERICAN EAGLE SAVINGS BANK,BOOTHWYN,31581.0,PA
2012-01-20,71080.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/cfsb.html,71485.0,3318,2012,NM,5,10418,2012-01-20,DIF,PA,NM,CENTRAL FLORIDA STATE BANK,BELLEVIEW,57186.0,FL
2011-12-16,144491.0,AZ,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/westernnatl.html,162872.0,3314,2011,N,5,10416,2011-12-16,DIF,PA,N,WESTERN NATIONAL BANK,PHOENIX,57917.0,AZ
2011-12-16,112050.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/premier-fl.html,125976.0,3315,2011,NM,5,10415,2011-12-16,DIF,PA,NM,PREMIER COMMUNITY BANK OF THE EMERALD COAST,CRESTVIEW,58343.0,FL
2011-11-18,81967.0,IA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/polkcounty.html,91580.0,3311,2011,NM,5,10414,2011-11-18,DIF,PA,NM,POLK COUNTY BANK,JOHNSTON,14194.0,IA
2011-11-18,347720.0,LA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/centralprog.html,383132.0,3313,2011,NM,5,10413,2011-11-18,DIF,PA,NM,CENTRAL PROGRESSIVE BANK,LACOMBE,19657.0,LA
2011-11-10,55906.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/rockmart.html,62383.0,3310,2011,NM,5,10412,2011-11-10,DIF,PA,NM,COMMUNITY BANK OF ROCKMART,ROCKMART,57860.0,GA
2011-11-04,105461.0,NE,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/midcity.html,106075.0,3308,2011,NM,5,10410,2011-11-04,DIF,PA,NM,"MID CITY BANK, INC.",OMAHA,19397.0,NE
2011-11-04,169135.0,UT,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/sunfirst.html,198081.0,3309,2011,NM,5,10411,2011-11-04,DIF,PA,NM,SUNFIRST BANK,SAINT GEORGE,57087.0,UT
2011-10-28,30542.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/allamerican.html,34800.0,3307,2011,NM,5,10409,2011-10-28,DIF,PA,NM,ALL AMERICAN BANK,DES PLAINES,57759.0,IL
2011-10-21,1239630.0,CO,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/commbanksco.html,1280964.0,3303,2011,SM,5,10405,2011-10-21,DIF,PA,SM,COMMUNITY BANKS OF COLORADO,GREENWOOD VILLAGE,21132.0,CO
2011-10-21,172042.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/decatur.html,184750.0,3304,2011,NM,5,10407,2011-10-21,DIF,PA,NM,DECATUR FIRST BANK,DECATUR,34392.0,GA
2011-10-21,157808.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/commcapbk.html,165291.0,3305,2011,NM,5,10406,2011-10-21,DIF,PA,NM,COMMUNITY CAPITAL BANK,JONESBORO,57036.0,GA
2011-10-21,212184.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/oldharbor.html,209048.0,3306,2011,NM,5,10408,2011-10-21,DIF,PA,NM,OLD HARBOR BANK,CLEARWATER,57537.0,FL
2011-10-14,159628.0,NC,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/blueridge.html,161430.0,3298,2011,SI,5,10401,2011-10-14,DIF,PA,SI,"BLUE RIDGE SAVINGS BANK, INC.",ASHEVILLE,32347.0,NC
2011-10-14,180835.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/countrybank.html,195034.0,3299,2011,NM,5,10402,2011-10-14,DIF,PA,NM,COUNTRY BANK,ALEDO,35395.0,IL
2011-10-14,178773.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/piedmont-ga.html,198993.0,3300,2011,NM,5,10404,2011-10-14,DIF,PA,NM,PIEDMONT COMMUNITY BANK,GRAY,57256.0,GA
2011-10-14,188099.0,NJ,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firststatebank-nj.html,191852.0,3302,2011,NM,5,10403,2011-10-14,DIF,PA,NM,FIRST STATE BANK,CRANFORD,58046.0,NJ
2011-10-07,384120.0,MN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/riverbank.html,419723.0,3296,2011,NM,5,10399,2011-10-07,DIF,PA,NM,THE RIVERBANK,WYOMING,10216.0,MN
2011-10-07,280649.0,MO,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/sunsecurity.html,351492.0,3297,2011,NM,5,10400,2011-10-07,DIF,PA,NM,SUN SECURITY BANK,ELLINGTON,20115.0,MO
2011-09-30,208775.0,TX,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstintlbank.html,239916.0,3295,2011,NM,5,10398,2011-09-30,DIF,PA,NM,FIRST INTERNATIONAL BANK,PLANO,33513.0,TX
2011-09-23,901845.0,VA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/boc-va.html,985096.0,3293,2011,SM,5,10396,2011-09-23,DIF,PA,SM,BANK OF THE COMMONWEALTH,NORFOLK,20408.0,VA
2011-09-23,253079.0,CA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/cbnc.html,288765.0,3294,2011,NM,5,10397,2011-09-23,DIF,PA,NM,CITIZENS BANK OF NORTHERN CALIFORNIA,NEVADA CITY,33983.0,CA
2011-09-09,280095.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fnbf.html,296841.0,3292,2011,N,5,10395,2011-09-09,DIF,PA,N,THE FIRST NATIONAL BANK OF FLORIDA,MILTON,25155.0,FL
2011-09-02,96583.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/creekside.html,102338.0,3289,2011,NM,5,10393,2011-09-02,DIF,PA,NM,CREEKSIDE BANK,WOODSTOCK,58226.0,GA
2011-09-02,140612.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/patriot.html,150751.0,3291,2011,NM,5,10394,2011-09-02,DIF,PA,NM,PATRIOT BANK OF GEORGIA,CUMMING,58273.0,GA
2011-08-19,1253835.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/lydian.html,1700117.0,3286,2011,SB,5,10392,2011-08-19,DIF,PA,SB,LYDIAN PRIVATE BANK,PALM BEACH,35356.0,FL
2011-08-19,137215.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstchoice-il.html,141016.0,3287,2011,NM,5,10390,2011-08-19,DIF,PA,NM,FIRST CHOICE BANK,GENEVA,57212.0,IL
2011-08-19,159673.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstsouthern-ga.html,164599.0,3288,2011,N,5,10391,2011-08-19,DIF,PA,N,FIRST SOUTHERN NATIONAL BANK,STATESBORO,57239.0,GA
2011-08-18,45770.0,PA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/publicsvgs.html,46818.0,3285,2011,SI,5,10389,2011-08-18,DIF,PA,SI,PUBLIC SAVINGS BANK,HUNTINGDON VALLEY,34130.0,PA
2011-08-12,524290.0,KS,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fnbo.html,538091.0,3284,2011,N,5,10388,2011-08-12,DIF,PA,N,THE FIRST NATIONAL BANK OF OLATHE,OLATHE,4744.0,KS
2011-08-05,515732.0,WA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/whitman.html,548570.0,3282,2011,SM,5,10387,2011-08-05,DIF,PA,SM,BANK OF WHITMAN,COLFAX,22528.0,WA
2011-08-05,104021.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/shorewood.html,110723.0,3283,2011,NM,5,10386,2011-08-05,DIF,PA,NM,BANK OF SHOREWOOD,SHOREWOOD,22637.0,IL
2011-07-29,1693592.0,IN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/integra.html,1994430.0,3278,2011,N,5,10384,2011-07-29,DIF,PA,N,INTEGRA BANK NATIONAL ASSOCIATION,EVANSVILLE,4392.0,IN
2011-07-29,209737.0,SC,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/bankmeridian.html,232648.0,3280,2011,N,5,10383,2011-07-29,DIF,PA,N,"BANKMERIDIAN, N.A.",COLUMBIA,58222.0,SC
2011-07-29,72955.0,VA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/vbb.html,83493.0,3281,2011,SM,5,10385,2011-07-29,DIF,PA,SM,VIRGINIA BUSINESS BANK,RICHMOND,58283.0,VA
2011-07-22,818670.0,CO,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/bankofchoice.html,954106.0,3275,2011,NM,5,10380,2011-07-22,DIF,PA,NM,BANK OF CHOICE,GREELEY,2994.0,CO
2011-07-22,244362.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/landmark.html,266482.0,3276,2011,SM,5,10381,2011-07-22,DIF,PA,SM,LANDMARK BANK OF FLORIDA,SARASOTA,35244.0,FL
2011-07-22,41434.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/southshore.html,41252.0,3277,2011,NM,5,10382,2011-07-22,DIF,PA,NM,SOUTHSHORE COMMUNITY BANK,APOLLO BEACH,58056.0,FL
2011-07-15,177221.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/hightrust.html,180340.0,3271,2011,NM,5,10377,2011-07-15,DIF,PA,NM,HIGH TRUST BANK,STOCKBRIDGE,19554.0,GA
2011-07-15,207621.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstpeoples.html,225035.0,3272,2011,NM,5,10376,2011-07-15,DIF,PA,NM,FIRST PEOPLES BANK,PORT SAINT LUCIE,34870.0,FL
2011-07-15,67471.0,AZ,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/summitbank.html,73066.0,3273,2011,NM,5,10379,2011-07-15,DIF,PA,NM,SUMMIT BANK,PRESCOTT,57442.0,AZ
2011-07-15,158123.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/onegeorgia.html,177715.0,3274,2011,NM,5,10378,2011-07-15,DIF,PA,NM,ONE GEORGIA BANK,ATLANTA,58238.0,GA
2011-07-08,830530.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstchicago.html,896864.0,3267,2011,SM,5,10374,2011-07-08,DIF,PA,SM,FIRST CHICAGO BANK & TRUST,CHICAGO,27935.0,IL
2011-07-08,635202.0,CO,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/coloradocapital.html,665806.0,3269,2011,NM,5,10373,2011-07-08,DIF,PA,NM,COLORADO CAPITAL BANK,CASTLE ROCK,34522.0,CO
2011-07-08,60349.0,CO,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/signaturebank.html,62518.0,3270,2011,NM,5,10375,2011-07-08,DIF,PA,NM,SIGNATURE  BANK,WINDSOR,57835.0,CO
2011-06-24,89554.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/mountain.html,103716.0,3266,2011,NM,5,10372,2011-06-24,DIF,PA,NM,MOUNTAIN HERITAGE BANK,CLAYTON,57593.0,GA
2011-06-17,324403.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/mcintoshstate.html,339929.0,3264,2011,NM,5,10371,2011-06-17,DIF,PA,NM,MCINTOSH STATE BANK,JACKSON,19237.0,GA
2011-06-17,92641.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fcbtb.html,98624.0,3265,2011,NM,5,10370,2011-06-17,DIF,PA,NM,FIRST COMMERCIAL BANK OF TAMPA BAY,TAMPA,27583.0,FL
2011-06-03,191614.0,SC,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/atlanticbanktrust.html,208204.0,3263,2011,SB,5,10369,2011-06-03,DIF,PA,SB,ATLANTIC BANK AND TRUST,CHARLESTON,58420.0,SC
2011-05-27,163303.0,WA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstheritage.html,173478.0,3262,2011,NM,5,10368,2011-05-27,DIF,PA,NM,FIRST HERITAGE BANK,SNOHOMISH,23626.0,WA
2011-05-20,131631.0,WA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/summit.html,142729.0,3259,2011,NM,5,10367,2011-05-20,DIF,PA,NM,SUMMIT BANK,BURLINGTON,513.0,WA
2011-05-20,707643.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/atlanticsthrn.html,741855.0,3260,2011,NM,5,10365,2011-05-20,DIF,PA,NM,ATLANTIC SOUTHERN BANK,MACON,57213.0,GA
2011-05-20,702231.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fgbc.html,730981.0,3261,2011,NM,5,10366,2011-05-20,DIF,PA,NM,FIRST GEORGIA BANKING COMPANY,FRANKLIN,57647.0,GA
2011-05-06,123950.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/coastal_fl.html,129429.0,3258,2011,SB,5,10364,2011-05-06,DIF,PA,SB,COASTAL BANK,COCOA BEACH,34898.0,FL
2011-04-29,724483.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/parkavenue_ga.html,849409.0,3252,2011,SM,5,10363,2011-04-29,DIF,PA,SM,THE PARK AVENUE BANK,VALDOSTA,19797.0,GA
2011-04-29,308784.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/fnbcf.html,342079.0,3253,2011,N,5,10362,2011-04-29,DIF,PA,N,FIRST NATIONAL BANK OF CENTRAL FLORIDA,WINTER PARK,26297.0,FL
2011-04-29,371494.0,MI,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/communitycentral.html,451683.0,3254,2011,NM,5,10359,2011-04-29,DIF,PA,NM,COMMUNITY CENTRAL BANK,MOUNT CLEMENS,34234.0,MI
2011-04-29,65439.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/cortez.html,66282.0,3255,2011,NM,5,10360,2011-04-29,DIF,PA,NM,CORTEZ COMMUNITY  BANK,BROOKSVILLE,57625.0,FL
2011-04-29,294769.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstchoice.html,291196.0,3256,2011,NM,5,10361,2011-04-29,DIF,PA,NM,FIRST CHOICE COMMUNITY BANK,DALLAS,58539.0,GA
2011-04-15,205035.0,MS,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/heritage_ms.html,228328.0,3245,2011,NM,5,10354,2011-04-15,DIF,PA,NM,HERITAGE BANKING GROUP,CARTHAGE,14273.0,MS
2011-04-15,2736201.0,AL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/superior_al.html,2977290.0,3247,2011,SB,5,10358,2011-04-15,DIF,PA,SB,SUPERIOR BANK,BIRMINGHAM,17750.0,AL
2011-04-15,611681.0,AL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/nexity.html,757574.0,3248,2011,NM,5,10356,2011-04-15,DIF,PA,NM,NEXITY BANK,BIRMINGHAM,19794.0,AL
2011-04-15,290005.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/bartow.html,314019.0,3249,2011,NM,5,10353,2011-04-15,DIF,PA,NM,BARTOW COUNTY BANK,CARTERSVILLE,21495.0,GA
2011-04-15,20980.0,MN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/rosemount.html,21454.0,3250,2011,N,5,10357,2011-04-15,DIF,PA,N,ROSEMOUNT NATIONAL BANK,ROSEMOUNT,24099.0,MN
2011-04-15,99022.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/newhorizons.html,103055.0,3251,2011,NM,5,10355,2011-04-15,DIF,PA,NM,NEW HORIZONS BANK,EAST ELLIJAY,57705.0,GA
2011-04-08,182441.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/westernsprings.html,186677.0,3243,2011,N,5,10352,2011-04-08,DIF,PA,N,WESTERN SPRINGS NATIONAL BANK AND TRUST,WESTERN SPRINGS,10086.0,IL
2011-04-08,128573.0,NV,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/nevadacommerce.html,135064.0,3244,2011,NM,5,10351,2011-04-08,DIF,PA,NM,NEVADA COMMERCE BANK,LAS VEGAS,35418.0,NV
2011-03-25,161379.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/bankofcommerce.html,163074.0,3242,2011,NM,5,10350,2011-03-25,DIF,PA,NM,THE BANK OF COMMERCE,WOOD DALE,34292.0,IL
2011-03-11,68331.0,OK,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstnatldavis.html,90183.0,3240,2011,N,5,10349,2011-03-11,DIF,PA,N,THE FIRST NATIONAL BANK OF DAVIS,DAVIS,4077.0,OK
2011-03-11,183309.0,WI,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/legacy-wi.html,190418.0,3241,2011,SM,5,10348,2011-03-11,DIF,PA,SM,LEGACY BANK,MILWAUKEE,34818.0,WI
2011-02-25,124179.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/valleycomm.html,123774.0,3239,2011,NM,5,10347,2011-02-25,DIF,PA,NM,VALLEY COMMUNITY BANK,ST. CHARLES,34187.0,IL
2011-02-18,339934.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/habersham.html,387681.0,3234,2011,NM,5,10345,2011-02-18,DIF,PA,NM,HABERSHAM BANK,CLARKESVILLE,151.0,GA
2011-02-18,206490.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/citizensbk_ga.html,214275.0,3236,2011,NM,5,10344,2011-02-18,DIF,PA,NM,CITIZENS BANK OF EFFINGHAM,SPRINGFIELD,34601.0,GA
2011-02-18,272216.0,CA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/sanluistrust.html,332596.0,3237,2011,SB,5,10346,2011-02-18,DIF,PA,SB,"SAN LUIS TRUST BANK, FSB",SAN LUIS OBISPO,34783.0,CA
2011-02-18,105309.0,CA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/charteroak.html,120833.0,3238,2011,NM,5,10343,2011-02-18,DIF,PA,NM,CHARTER OAK BANK,NAPA,57855.0,CA
2011-02-11,78549.0,WI,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/badgerstate.html,83828.0,3230,2011,NM,5,10339,2011-02-11,DIF,PA,NM,BADGER STATE BANK,CASSVILLE,13272.0,WI
2011-02-11,389868.0,MI,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/peoplesstatebank.html,390524.0,3231,2011,NM,5,10341,2011-02-11,DIF,PA,NM,PEOPLES STATE BANK,HAMTRAMCK,14939.0,MI
2011-02-11,205285.0,CA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/canyonstate.html,210859.0,3232,2011,N,5,10340,2011-02-11,DIF,PA,N,CANYON NATIONAL BANK,PALM SPRINGS,34692.0,CA
2011-02-11,116715.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/sunshinestate.html,125531.0,3233,2011,NM,5,10342,2011-02-11,DIF,PA,NM,SUNSHINE STATE COMMUNITY BANK,PORT ORANGE,35478.0,FL
2011-02-04,139672.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/northgabank.html,153172.0,3227,2011,NM,5,10338,2011-02-04,DIF,PA,NM,NORTH GEORGIA BANK,WATKINSVILLE,35242.0,GA
2011-02-04,222161.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/americantrust.html,238205.0,3228,2011,NM,5,10336,2011-02-04,DIF,PA,NM,AMERICAN TRUST BANK,ROSWELL,57432.0,GA
2011-02-04,49504.0,IL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/commfirst_il.html,51083.0,3229,2011,SM,5,10337,2011-02-04,DIF,PA,SM,COMMUNITY FIRST BANK - CHICAGO,CHICAGO,57948.0,IL
2011-01-28,41204.0,OK,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firststatebank_ok.html,44546.0,3221,2011,NM,5,10335,2011-01-28,DIF,PA,NM,THE FIRST STATE BANK,CAMARGO,2303.0,OK
2011-01-28,193694.0,WI,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/evergreenstatewi.html,240949.0,3222,2011,NM,5,10332,2011-01-28,DIF,PA,NM,EVERGREEN STATE BANK,STOUGHTON,5328.0,WI
2011-01-28,1847851.0,NM,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstcomm_nm.html,2188154.0,3225,2011,SM,5,10333,2011-01-28,DIF,PA,SM,FIRST COMMUNITY BANK,TAOS,12261.0,NM
2011-01-28,718797.0,CO,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstier.html,764090.0,3226,2011,NM,5,10334,2011-01-28,DIF,DINB,NM,FIRSTIER BANK,LOUISVILLE,57646.0,CO
2011-01-21,94591.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/enterprise.html,99461.0,3217,2011,NM,5,10329,2011-01-21,DIF,DINB,NM,ENTERPRISE BANKING COMPANY,MCDONOUGH,19758.0,GA
2011-01-21,1535194.0,CO,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/unitedwestern.html,2153690.0,3218,2011,SL,5,10331,2011-01-21,DIF,PA,SL,UNITED WESTERN BANK,DENVER,31293.0,CO
2011-01-21,199394.0,NC,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/bankofasheville.html,204925.0,3219,2011,NM,5,10330,2011-01-21,DIF,PA,NM,THE BANK OF ASHEVILLE,ASHEVILLE,34516.0,NC
2011-01-21,314250.0,SC,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/commsouth.html,340986.0,3220,2011,NM,5,10328,2011-01-21,DIF,PA,NM,COMMUNITYSOUTH BANK AND TRUST,EASLEY,57868.0,SC
2011-01-14,201369.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/oglethorpe.html,211149.0,3216,2011,NM,5,10327,2011-01-14,DIF,PA,NM,OGLETHORPE BANK,BRUNSWICK,57440.0,GA
2011-01-07,537223.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstcommercial.html,578638.0,3214,2011,SM,5,10325,2011-01-07,DIF,PA,SM,FIRST COMMERCIAL BANK OF FLORIDA,ORLANDO,34965.0,FL
2011-01-07,119685.0,AZ,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/legacybank.html,136446.0,3215,2011,NM,5,10326,2011-01-07,DIF,PA,NM,LEGACY BANK,SCOTTSDALE,57820.0,AZ
2010-12-17,374218.0,FL,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/bankofmiami.html,448150.0,3207,2010,N,5,10324,2010-12-17,DIF,PA,N,THE BANK OF MIAMI,CORAL GABLES,19040.0,FL
2010-12-17,28844.0,MN,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/communitynatl.html,31569.0,3208,2010,N,5,10321,2010-12-17,DIF,PA,N,COMMUNITY NATIONAL BANK,LINO LAKES,23306.0,MN
2010-12-17,240476.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/chestatee.html,244376.0,3209,2010,NM,5,10320,2010-12-17,DIF,PA,NM,CHESTATEE STATE BANK,DAWSONVILLE,34578.0,GA
2010-12-17,193803.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/unitedamericas.html,242339.0,3210,2010,N,5,10323,2010-12-17,DIF,PA,N,UNITED AMERICAS BANK,ATLANTA,35065.0,GA
2010-12-17,155803.0,AR,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/firstsouthern.html,191764.0,3211,2010,NM,5,10322,2010-12-17,DIF,PA,NM,FIRST SOUTHERN BANK,BATESVILLE,58052.0,AR
2010-12-17,76360.0,GA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/appalachianga.html,68201.0,3213,2010,SB,5,10319,2010-12-17,DIF,PA,SB,"APPALACIAN COMMUNITY BANK, F.S.B.",MCCAYSVILLE,58495.0,GA
2010-12-10,213550.0,MI,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/paramount.html,252744.0,3205,2010,SM,5,10318,2010-12-10,DIF,PA,SM,PARAMOUNT BANK,FARMINGTON HILLS,34673.0,MI
2010-12-10,104505.0,PA,29FEB2024,FAILURE,https://www.fdic.gov/bank/individual/failed/earthstar.html,112643.0,3206,2010,NM,5,10317,2010-12-10,DIF,PA,NM,EARTHSTAR BANK,SOUTHAMPTON,35561.0,PA
